Title,Link,Company Name,Job Description,Skills,Location,Experience,Salary,Job ID,Job Function,Industry,Specialization,Role,Qualification,Employment Type,Vacancies
Associate Business Consultant - Commercial Strategy,https://www.timesjobs.com/job-detail/associate-business-consultant-commercial-strategy-veeva-systems-0-to-2-yrs-jobid-ZlfV2N8Sv4JzpSvf__PLUS__uAgZw==,Veeva Systems,"The RoleVeeva is dedicated to building careers for new, young professionals. Generation Veeva is a global organization that offers multiple development programs and career pat...","data visualization, san, associate business consultant, customer success, consulting, tableau, business consulting, business consultant, forms",United Kingdom (UK) (United Kingdom (uk)),0-2Years,As per Industry Standards,70667529,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Associate Business Consultant - Commercial Strategy,https://www.timesjobs.com/job-detail/associate-business-consultant-commercial-strategy-veeva-systems-0-to-2-yrs-jobid-M2sQreVKPXFzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","data visualization, san, associate business consultant, customer success, consulting, tableau, business consulting, business consultant",United States of America (USA) (United States Of America (usa)),0-2Years,As per Industry Standards,70667528,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Associate Business Consultant - Commercial Strategy,https://www.timesjobs.com/job-detail/associate-business-consultant-commercial-strategy-veeva-systems-new-york-city-0-to-2-yrs-jobid-__SLASH__rmSkDtc9txzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","data visualization, san, associate business consultant, customer success, consulting, tableau, business consulting, business consultant",New York City,0-2Years,As per Industry Standards,70667527,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Principal Software Engineer,https://www.timesjobs.com/job-detail/principal-software-engineer-veeva-systems-canada-10-to-13-yrs-jobid-jj4c5wnd6HdzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","san, python, bi, java, infrastructure, software engineer",Canada,10-13Years,As per Industry Standards,70667526,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Associate Consultant,https://www.timesjobs.com/job-detail/associate-consultant-veeva-systems-2-to-5-yrs-jobid-sp9Vw3b1HEFzpSvf__PLUS__uAgZw==,Veeva Systems,The RoleVeeva is dedicated to building the careers of new university graduates. Generation Veeva is a global organization that offers multiple development programs and career ...,"solution design, software engineering, san, customer success, consulting, gap analysis, consultant, business process, visio, forms",Poland (Poland),2-5Years,As per Industry Standards,70667519,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"BBA/ BBM/ BBS, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Associate Consultant,https://www.timesjobs.com/job-detail/associate-consultant-veeva-systems-0-to-3-yrs-jobid-o5WfHEckUelzpSvf__PLUS__uAgZw==,Veeva Systems,The RoleVeeva is dedicated to building the careers of new university graduates. Generation Veeva is a global organization that offers multiple development programs and career ...,"software engineering, customer success, gap analysis, software implementation, solution design, crm, san, consulting, consultant, application management, business process, visio, project delivery, forms",Hungary (Hungary),0-3Years,As per Industry Standards,70667518,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"BBA/ BBM/ BBS, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Associate Consultant,https://www.timesjobs.com/job-detail/associate-consultant-veeva-systems-germany-0-to-2-yrs-jobid-1aBrmTDYxbdzpSvf__PLUS__uAgZw==,Veeva Systems,The RoleVeeva is dedicated to building the careers of new university graduates. Generation Veeva is a global organization that offers multiple development programs and career ...,"solution design, software engineering, crm, san, customer success, consulting, gap analysis, consultant, business process, visio, forms",Germany,0-2Years,As per Industry Standards,70667517,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"BBA/ BBM/ BBS, ME/ M.Tech./ MS (Engg/ Sciences)",Full Time,1.0
Senior Software Engineer - Infrastructure,https://www.timesjobs.com/job-detail/senior-software-engineer-infrastructure-veeva-systems-canada-5-to-8-yrs-jobid-__SLASH__DWwoW9o5MtzpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking Senior Software Engineers who are passionate about designing and implementing a highly available, distributed, and secure system on a cloud platform. The work y...","senior software engineer, storage, docker, spring, security, java, git, iam, linux, c#, san, junit, python, maven, problem solving, infrastructure",Canada,5-8Years,As per Industry Standards,70667516,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Infrastructure,https://www.timesjobs.com/job-detail/senior-software-engineer-infrastructure-veeva-systems-canada-5-to-8-yrs-jobid-5tf3ZccLAWBzpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking Senior Software Engineers who are passionate about designing and implementing a highly available, distributed, and secure system on a cloud platform. The work y...","senior software engineer, storage, docker, spring, security, java, git, iam, linux, c#, san, junit, python, maven, problem solving, infrastructure",Canada,5-8Years,As per Industry Standards,70667515,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Director - Crossix Analytics Services,https://www.timesjobs.com/job-detail/director-crossix-analytics-services-veeva-systems-5-to-8-yrs-jobid-dcvj6r__SLASH__VCi1zpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a Public Benefit Corporation (PBC). As a PBC, we are committed to making the industries we serve more productive, and we are committe...","big data, san, director",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667511,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Director - Crossix Analytics Services,https://www.timesjobs.com/job-detail/director-crossix-analytics-services-veeva-systems-5-to-8-yrs-jobid-O3glC64IMqRzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","big data, san, director",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667510,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Director - Crossix Analytics Services,https://www.timesjobs.com/job-detail/director-crossix-analytics-services-veeva-systems-5-to-8-yrs-jobid-ztLWglyTXDtzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a Public Benefit Corporation (PBC). As a PBC, we are committed to making the industries we serve more productive, and we are committe...","big data, san, director",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667509,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Director - Crossix Analytics Services,https://www.timesjobs.com/job-detail/director-crossix-analytics-services-veeva-systems-8-to-11-yrs-jobid-7pz6OJlw6O1zpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","big data, san, director",United States of America (USA) (United States Of America (usa)),8-11Years,As per Industry Standards,70667508,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Director - Crossix Analytics Services,https://www.timesjobs.com/job-detail/director-crossix-analytics-services-veeva-systems-8-to-11-yrs-jobid-clyXNKDxXvdzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a PBC. As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality em...","big data, san, director",United States of America (USA) (United States Of America (usa)),8-11Years,As per Industry Standards,70667507,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Director - Crossix Analytics Services,https://www.timesjobs.com/job-detail/director-crossix-analytics-services-veeva-systems-8-to-11-yrs-jobid-uwerJ1fjUQBzpSvf__PLUS__uAgZw==,Veeva Systems,"Crossix Analytics is a business within Veeva dedicated to advancing healthcare marketing with analytics, innovative planning, targeting, measurement, and optimization solution...","big data, san, director",United States of America (USA) (United States Of America (usa)),8-11Years,As per Industry Standards,70667506,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Senior Software Engineer - Java,https://www.timesjobs.com/job-detail/senior-software-engineer-java-veeva-systems-5-to-8-yrs-jobid-au3gLKHkiu5zpSvf__PLUS__uAgZw==,Veeva Systems,Senior Software Engineer - Java Massachusetts - Boston /You have extensive experience in Java applications and the latest open source technologies. Ideal candidates have worke...,"bi, senior software engineer, hibernate, mockito, docker, sql, spring, java, git, devops, linux, mysql, san, maven, infrastructure",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667505,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Java,https://www.timesjobs.com/job-detail/senior-software-engineer-java-veeva-systems-5-to-8-yrs-jobid-UmmxQqak2dxzpSvf__PLUS__uAgZw==,Veeva Systems,You have extensive experience in Java applications and the latest open source technologies. Ideal candidates have worked in enterprise software development or for a high-growt...,"bi, senior software engineer, hibernate, mockito, docker, sql, spring, java, git, devops, linux, mysql, san, maven, infrastructure",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667504,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Front End,https://www.timesjobs.com/job-detail/senior-software-engineer-front-end-veeva-systems-5-to-8-yrs-jobid-2zFUHgOdNSdzpSvf__PLUS__uAgZw==,Veeva Systems,"We are looking for a Front-end Software Engineer who is eager to build in a fast-paced, startup environment inside a stable, profitable company. Our teams are solving complex ...","css, senior software engineer, java, git, software engineer, san, junit, team player, javascript, gradle",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667503,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Principal Software Engineer - Java,https://www.timesjobs.com/job-detail/principal-software-engineer-java-veeva-systems-12-to-15-yrs-jobid-sVUJd6Z2qf9zpSvf__PLUS__uAgZw==,Veeva Systems,What Youll Do Collaborate with Product Management and Development team members on technical design and problem solving to come up with compelling solutions to problems.Own all...,"bi, lucene, hibernate, spring, java, git, software engineer, mysql, san, maven, problem solving, messaging",United States of America (USA) (United States Of America (usa)),12-15Years,As per Industry Standards,70667502,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Java,https://www.timesjobs.com/job-detail/senior-software-engineer-java-veeva-systems-canada-5-to-8-yrs-jobid-hofIfAA__SLASH__UcFzpSvf__PLUS__uAgZw==,Veeva Systems,We are looking for experienced data engineers to build a cloud-based data analytics solution for the life science industry. If you are passionate about data and are eager to d...,"senior software engineer, storage, hibernate, mockito, docker, sql, spring, java, git, devops, linux, mysql, san, maven, infrastructure",Canada,5-8Years,As per Industry Standards,70667501,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Java,https://www.timesjobs.com/job-detail/senior-software-engineer-java-veeva-systems-canada-5-to-8-yrs-jobid-w__SLASH__ULRGyLzcJzpSvf__PLUS__uAgZw==,Veeva Systems,We are looking for experienced data engineers to build a cloud-based data analytics solution for the life science industry. If you are passionate about data and are eager to d...,"senior software engineer, storage, hibernate, mockito, docker, sql, spring, java, git, devops, linux, mysql, san, maven, infrastructure",Canada,5-8Years,As per Industry Standards,70667500,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Infrastructure,https://www.timesjobs.com/job-detail/senior-software-engineer-infrastructure-veeva-systems-5-to-8-yrs-jobid-rKcuT__PLUS__uKQ3BzpSvf__PLUS__uAgZw==,Veeva Systems,What You'll Do Collaborate with Product Management and Development team members on technical design and problem solving to come up with compelling solutions to complex problem...,"bi, senior software engineer, docker, spring, database, security, java, git, iam, linux, mysql, san, junit, python, maven, problem solving, infrastructure",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667499,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Software Engineer - Front End,https://www.timesjobs.com/job-detail/senior-software-engineer-front-end-veeva-systems-5-to-8-yrs-jobid-a19LDxeKcqxzpSvf__PLUS__uAgZw==,Veeva Systems,Veeva is a company which means that you can choose to work in the environment that works best for you - on any given day. Whether you choose to work remotely from home or in o...,"css, bi, senior software engineer, java, git, san, junit, team player, javascript, gradle",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667498,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Senior Performance Engineer,https://www.timesjobs.com/job-detail/senior-performance-engineer-veeva-systems-6-to-9-yrs-jobid-4lL__PLUS__aq62aBlzpSvf__PLUS__uAgZw==,Veeva Systems,"At Veeva, each software release is highly scrutinized to meet the demands of our customers. As a Senior Performance Engineer, you'll have a key role in our products success. Y...","docker, java, git, linux, mysql, shell scripting, san, python",United States of America (USA) (United States Of America (usa)),6-9Years,As per Industry Standards,70667497,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Principal Software Engineer - Java,https://www.timesjobs.com/job-detail/principal-software-engineer-java-veeva-systems-canada-10-to-13-yrs-jobid-I__SLASH__Wk__PLUS__7U0HIxzpSvf__PLUS__uAgZw==,Veeva Systems,"What You'll Do You get to play with the latest technologies in the Cloud and keep your skills current while you innovateThe opportunity to lead, design, implement and own key ...","lucene, hibernate, spring, java, software engineer, jpa, san, web technologies",Canada,10-13Years,As per Industry Standards,70667496,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Principal Software Engineer - Java,https://www.timesjobs.com/job-detail/principal-software-engineer-java-veeva-systems-canada-10-to-13-yrs-jobid-nSBOrXVguEVzpSvf__PLUS__uAgZw==,Veeva Systems,"We are looking for multiple Principal Software Engineers who are self-starters, love solving technical challenges, and have prior experience working on a variety of engineerin...","lucene, hibernate, spring, java, software engineer, jpa, san, web technologies",Canada,10-13Years,As per Industry Standards,70667495,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Principal Software Engineer - Java,https://www.timesjobs.com/job-detail/principal-software-engineer-java-veeva-systems-12-to-15-yrs-jobid-__SLASH__w9wsYrouMpzpSvf__PLUS__uAgZw==,Veeva Systems,"Your impact as a seasoned technical problem-solver will mean you will be focused on building software that can not only scale for heavy use, but that can also evolve with new ...","bi, lucene, hibernate, spring, java, git, software engineer, mysql, san, maven, problem solving, messaging",United States of America (USA) (United States Of America (usa)),12-15Years,As per Industry Standards,70667494,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Principal Software Engineer - Java,https://www.timesjobs.com/job-detail/principal-software-engineer-java-veeva-systems-12-to-15-yrs-jobid-SZCJkxU__SLASH__wAZzpSvf__PLUS__uAgZw==,Veeva Systems,This is a top software engineer job that incorporates everything youve worked so hard for. And with the mission of creating cloud software that helps speed up the innovation a...,"lucene, hibernate, spring, java, git, software engineer, mysql, san, maven, problem solving, messaging",United States of America (USA) (United States Of America (usa)),12-15Years,As per Industry Standards,70667493,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Principal Software Engineer - Front End,https://www.timesjobs.com/job-detail/principal-software-engineer-front-end-veeva-systems-12-to-15-yrs-jobid-0__SLASH__kkw11814lzpSvf__PLUS__uAgZw==,Veeva Systems,As a Principal Software Engineer- Front End you will help innovate and streamline how Veeva builds and deploy applications that are being used by tens of thousands of people e...,"css, bi, software engineer, html, san, javascript",United States of America (USA) (United States Of America (usa)),12-15Years,As per Industry Standards,70667492,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Performance Engineer,https://www.timesjobs.com/job-detail/performance-engineer-veeva-systems-canada-3-to-6-yrs-jobid-vqmke651iPtzpSvf__PLUS__uAgZw==,Veeva Systems,"Requirements 3  years of experience in Performance Engineering and BenchmarkingProficiency with Java, MySQL, and scripting tools such as Python and Shell scriptingExtensive ha...","docker, database, java, git, linux, mysql, shell scripting, san, python",Canada,3-6Years,As per Industry Standards,70667491,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Account Partner,https://www.timesjobs.com/job-detail/account-partner-veeva-systems-germany-3-to-6-yrs-jobid-R5Pa41g9bUVzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva is a mission-driven organization that aspires to help our customers in Life Sciences and Regulated industries bring their products to market, faster. We are shaped by ou...","content management, crm, san, c, saas, forms",Germany,3-6Years,As per Industry Standards,70667490,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Software Engineer - Java,https://www.timesjobs.com/job-detail/software-engineer-java-veeva-systems-canada-3-to-6-yrs-jobid-DRJfSQJa0BpzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva [NYSE: VEEV] is the leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, our customer...","hibernate, mockito, sql, spring, security, java, git, linux, software engineer, mysql, log4j, san, junit, maven",Canada,3-6Years,As per Industry Standards,70667483,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Solution Architect,https://www.timesjobs.com/job-detail/solution-architect-veeva-systems-china-5-to-8-yrs-jobid-H__SLASH__Px6y3iPfZzpSvf__PLUS__uAgZw==,Veeva Systems,"We are the first public company to become a . As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality emplo...","css, sql, java, html, crm, san, python, solution architect, javascript, .net",China,5-8Years,As per Industry Standards,70667475,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Technical Architect,Any Graduate,Full Time,1.0
Business Consultant - R&D,https://www.timesjobs.com/job-detail/business-consultant-r-d-veeva-systems-france-2-to-5-yrs-jobid-3y__SLASH__TS__PLUS__dlWOZzpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking talented individuals to join the Veeva Business Consulting group in R&D, a priority area for Veeva. We work with senior customer stakeholders, as the partne...","san, customer success, consulting, consultant, business consulting, business consultant, forms",France,2-5Years,As per Industry Standards,70667474,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Business Consultant - R&D,https://www.timesjobs.com/job-detail/business-consultant-r-d-veeva-systems-2-to-5-yrs-jobid-Rk8n4__SLASH__1G0r5zpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking talented individuals to join the Veeva Business Consulting group in R&D, a priority area for Veeva. We work with senior customer stakeholders, as the partne...","san, customer success, consulting, consultant, business consulting, business consultant, forms",United Kingdom (UK) (United Kingdom (uk)),2-5Years,As per Industry Standards,70667473,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Business Consultant - R&D,https://www.timesjobs.com/job-detail/business-consultant-r-d-veeva-systems-germany-2-to-5-yrs-jobid-OBXkkC0rLplzpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking talented individuals to join the Veeva Business Consulting group in R&D, a priority area for Veeva. We work with senior customer stakeholders, as the partne...","san, customer success, consulting, consultant, business consulting, business consultant, forms",Germany,2-5Years,As per Industry Standards,70667472,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Devops Engineer,https://www.timesjobs.com/job-detail/devops-engineer-veeva-systems-4-to-7-yrs-jobid-gFgKrOQhG__SLASH__BzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva Link is seeking a DevOps Engineer to join a growing team to tackle the technical challenges that come with it. You will be designing, implementing, and maintaining the c...","orchestration, docker, security, java, git, postgresql, devops, mysql, san, python, javascript, infrastructure, php, forms",United Kingdom (UK) (United Kingdom (uk)),4-7Years,As per Industry Standards,70667471,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Devops Engineer,https://www.timesjobs.com/job-detail/devops-engineer-veeva-systems-spain-4-to-7-yrs-jobid-cABsDBx8rxhzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva Link is seeking a DevOps Engineer to join a growing team to tackle the technical challenges that come with it. You will be designing, implementing, and maintaining the c...","orchestration, docker, security, java, git, postgresql, devops, mysql, san, python, javascript, infrastructure, php, forms",Spain,4-7Years,As per Industry Standards,70667470,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Software Engineer,Other IT Role,Any Graduate,Full Time,1.0
Sales Development Program,https://www.timesjobs.com/job-detail/sales-development-program-veeva-systems-philadelphia-4-to-7-yrs-jobid-qLa__PLUS__yBSfxgdzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva [NYSE: VEEV] is the leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, our customer...","bi, business solutions, solution design, san, c, customer success, consulting, gap analysis, business process, sdp",Philadelphia,4-7Years,As per Industry Standards,70667469,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Other IT Role,Any Graduate,Full Time,1.0
Qa Manager,https://www.timesjobs.com/job-detail/qa-manager-veeva-systems-canada-3-to-6-yrs-jobid-bq5EXct__PLUS__04ZzpSvf__PLUS__uAgZw==,Veeva Systems,Veeva is a company which means that you can choose to work in the environment that works best for you - on any given day. Whether you choose to work remotely from home or work...,"qa, functional testing, java, ui, qa manager, jira, san, metrics, agile, unix / linux, release engineering",Canada,3-6Years,As per Industry Standards,70667466,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Quality Assurance/Testing,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Senior Business Consultant - R&D (Remote),https://www.timesjobs.com/job-detail/senior-business-consultant-r-d-remote-veeva-systems-5-to-8-yrs-jobid-Qpnpqfly2bJzpSvf__PLUS__uAgZw==,Veeva Systems,"The RoleWe are seeking talented individuals to join the Veeva Business Consulting group in R&D, a priority area for Veeva. We work with senior customer stakeholders, as th...","san, customer success, consulting, business consulting, business consultant, forms",United States of America (USA) (United States Of America (usa)),5-8Years,As per Industry Standards,70667465,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"Any Graduate, MD/ MS (Medicine)",Full Time,1.0
Senior Business Consultant - R&D,https://www.timesjobs.com/job-detail/senior-business-consultant-r-d-veeva-systems-germany-5-to-8-yrs-jobid-VtK__PLUS__8Sm6W95zpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking talented individuals to join the Veeva Business Consulting group in R&D, a priority area for Veeva. We work with senior customer stakeholders, as the partne...","san, customer success, consulting, business consulting, business consultant, forms",Germany,5-8Years,As per Industry Standards,70667464,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"Any Graduate, MD/ MS (Medicine)",Full Time,1.0
Senior Business Consultant - R&D,https://www.timesjobs.com/job-detail/senior-business-consultant-r-d-veeva-systems-5-to-8-yrs-jobid-CvJOsGAZKB5zpSvf__PLUS__uAgZw==,Veeva Systems,"We are seeking talented individuals to join the Veeva Business Consulting group in R&D, a priority area for Veeva. We work with senior customer stakeholders, as the partne...","san, customer success, consulting, business consulting, business consultant, forms",United Kingdom (UK) (United Kingdom (uk)),5-8Years,As per Industry Standards,70667463,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,"Any Graduate, MD/ MS (Medicine)",Full Time,1.0
Principal Business Consultant - R&D - Regulatory,https://www.timesjobs.com/job-detail/principal-business-consultant-r-d-regulatory-veeva-systems-10-to-13-yrs-jobid-6Ebhktm__PLUS__WZhzpSvf__PLUS__uAgZw==,Veeva Systems,The RoleR&D Consulting at Veeva is a unique group fusing strategy and operations with data and technology. Establishing a leading R&D consulting practice is a strategi...,"san, customer success, information management, consulting, business consulting, business consultant, forms",United States of America (USA) (United States Of America (usa)),10-13Years,As per Industry Standards,70667462,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Principal Business Consultant - R&D - Regulatory,https://www.timesjobs.com/job-detail/principal-business-consultant-r-d-regulatory-veeva-systems-germany-10-to-13-yrs-jobid-hlzhuek4NYhzpSvf__PLUS__uAgZw==,Veeva Systems,R&D Consulting at Veeva is a unique group fusing strategy and operations with data and technology. Establishing a leading R&D consulting practice is a strategic priori...,"san, customer success, information management, consulting, business consulting, business consultant, forms",Germany,10-13Years,As per Industry Standards,70667461,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Principal Business Consultant - R&D - Regulatory,https://www.timesjobs.com/job-detail/principal-business-consultant-r-d-regulatory-veeva-systems-10-to-13-yrs-jobid-9fjSy9Q1rI9zpSvf__PLUS__uAgZw==,Veeva Systems,R&D Consulting at Veeva is a unique group fusing strategy and operations with data and technology. Establishing a leading R&D consulting practice is a strategic priori...,"san, customer success, information management, consulting, business consulting, business consultant, forms",United Kingdom (UK) (United Kingdom (uk)),10-13Years,As per Industry Standards,70667460,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Principal Business Consultant - R&D - Clinical,https://www.timesjobs.com/job-detail/principal-business-consultant-r-d-clinical-veeva-systems-germany-10-to-13-yrs-jobid-rhwkzMHlTfdzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva is a mission-driven organization that aspires to help our customers in Life Sciences and Regulated industries bring their products to market, faster. We are shaped by ou...","san, customer success, consulting, business consulting, business consultant, forms",Germany,10-13Years,As per Industry Standards,70667459,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
Principal Business Consultant - R&D - Clinical,https://www.timesjobs.com/job-detail/principal-business-consultant-r-d-clinical-veeva-systems-10-to-13-yrs-jobid-v1k14ECdVltzpSvf__PLUS__uAgZw==,Veeva Systems,"Veeva is a mission-driven organization that aspires to help our customers in Life Sciences and Regulated industries bring their products to market, faster. We are shaped by ou...","san, customer success, consulting, business consulting, business consultant, forms",United Kingdom (UK) (United Kingdom (uk)),10-13Years,As per Industry Standards,70667458,IT Software : Software Products & Services,"IT-Hardware/Networking,  Telecom",Business/Systems Analysis,Consultant,Any Graduate,Full Time,1.0
